# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	691459	691830	-							THEYE_A0700	372		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	691459	691830	-	ACI20301.1			conserved hypothetical protein			THEYE_A0700	372	123	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	691957	692394	-							THEYE_A0701	438		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	691957	692394	-	ACI21941.1			conserved hypothetical protein			THEYE_A0701	438	145	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	692396	692806	-							THEYE_A0702	411		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	692396	692806	-	ACI20801.1			tetratricopeptide repeat domain protein			THEYE_A0702	411	136	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	692897	694774	+					priA		THEYE_A0703	1878		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	692897	694774	+	ACI21176.1			primosomal protein N'	priA		THEYE_A0703	1878	625	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	694763	695716	-					ribF		THEYE_A0704	954		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	694763	695716	-	ACI22045.1			riboflavin biosynthesis protein RibF	ribF		THEYE_A0704	954	317	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	695703	696314	-					coaE		THEYE_A0705	612		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	695703	696314	-	ACI21511.1			dephospho-CoA kinase	coaE		THEYE_A0705	612	203	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	696307	698865	-					mutS		THEYE_A0706	2559		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	696307	698865	-	ACI20467.1			DNA mismatch repair protein MutS	mutS		THEYE_A0706	2559	852	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	698957	700222	+							THEYE_A0707	1266		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	698957	700222	+	ACI21639.1			response regulator HsfA			THEYE_A0707	1266	421	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	700392	700538	+							THEYE_A0708	147		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	700392	700538	+	ACI20896.1			hypothetical protein			THEYE_A0708	147	48	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	700610	701878	+							THEYE_A0709	1269		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	700610	701878	+	ACI21423.1			membrane protein, putative			THEYE_A0709	1269	422	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	701880	702626	+							THEYE_A0710	747		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	701880	702626	+	ACI20455.1			conserved hypothetical protein			THEYE_A0710	747	248	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	702629	703459	+							THEYE_A0711	831		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	702629	703459	+	ACI20836.1			universal stress protein			THEYE_A0711	831	276	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	703643	705082	+							THEYE_A0712	1440		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	703643	705082	+	ACI21804.1			sensory box sensor histidine kianse/response regulator			THEYE_A0712	1440	479	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	705517	705654	+							THEYE_A0713	138		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	705517	705654	+	ACI21716.1			hypothetical protein			THEYE_A0713	138	45	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	705751	706431	+							THEYE_A0714	681		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	705751	706431	+	ACI20973.1			hypothetical protein			THEYE_A0714	681	226	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	706431	707237	+							THEYE_A0715	807		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	706431	707237	+	ACI20882.1			cytochrome c biogenesis protein, CcmF/CcyK/CcsA family			THEYE_A0715	807	268	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	707234	708523	+					hemA		THEYE_A0716	1290		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	707234	708523	+	ACI21817.1			glutamyl-tRNA reductase	hemA		THEYE_A0716	1290	429	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	708504	709439	+					hemC		THEYE_A0717	936		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	708504	709439	+	ACI20547.1			porphobilinogen deaminase	hemC		THEYE_A0717	936	311	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	709452	710981	+							THEYE_A0718	1530		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	709452	710981	+	ACI21553.1			uroporphyrinogen III synthase/methyltransferase			THEYE_A0718	1530	509	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	710963	712315	+					hemG		THEYE_A0719	1353		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	710963	712315	+	ACI20425.1			protoporphyrinogen oxidase	hemG		THEYE_A0719	1353	450	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	712359	712553	-							THEYE_A0720	195		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	712359	712553	-	ACI21322.1			hypothetical protein			THEYE_A0720	195	64	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	712537	713046	-							THEYE_A0721	510		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	712537	713046	-	ACI20558.1			hypothetical protein			THEYE_A0721	510	169	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	713259	713384	+							THEYE_A0722	126		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	713259	713384	+	ACI21472.1			hypothetical protein			THEYE_A0722	126	41	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	713455	714429	+							THEYE_A0723	975		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	713455	714429	+	ACI20415.1			transporter, auxin efflux carrier (AEC) family			THEYE_A0723	975	324	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	714504	716693	+							THEYE_A0724	2190		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	714504	716693	+	ACI21229.1			sensory box sensor histidine kinase			THEYE_A0724	2190	729	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	716708	717127	+							THEYE_A0725	420		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	716708	717127	+	ACI22075.1			FrgC			THEYE_A0725	420	139	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	717199	719748	-							THEYE_A0726	2550		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	717199	719748	-	ACI21152.1			probable phosphoenolpyruvate synthase			THEYE_A0726	2550	849	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	719888	720628	+							THEYE_A0727	741		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	719888	720628	+	ACI21812.1			transcriptional regulator, putative			THEYE_A0727	741	246	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	720646	721167	+							THEYE_A0728	522		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	720646	721167	+	ACI20873.1			CBS domain pair, putative			THEYE_A0728	522	173	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	721177	722688	+							THEYE_A0729	1512		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	721177	722688	+	ACI21428.1			transmembrane transport protein-like protein			THEYE_A0729	1512	503	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	722699	723409	+							THEYE_A0730	711		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	722699	723409	+	ACI20234.1			low-co2 inducible protein lcib			THEYE_A0730	711	236	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	723419	725155	+							THEYE_A0731	1737		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	723419	725155	+	ACI21771.1			arsenical pump membrane protein			THEYE_A0731	1737	578	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	725171	726100	+							THEYE_A0732	930		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	725171	726100	+	ACI20584.1			universal stress protein family			THEYE_A0732	930	309	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	726110	726490	+							THEYE_A0733	381		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	726110	726490	+	ACI20936.1			sporulation initiation phosphotransferase F			THEYE_A0733	381	126	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	726497	726940	+							THEYE_A0734	444		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	726497	726940	+	ACI21710.1			FrgC			THEYE_A0734	444	147	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	727148	728317	+							THEYE_A0735	1170		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	727148	728317	+	ACI22170.1			DNA methylase domain protein			THEYE_A0735	1170	389	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	728304	728990	+							THEYE_A0736	687		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	728304	728990	+	ACI20956.1			putative type II restriction enzyme MjaVIP			THEYE_A0736	687	228	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	729305	729718	-							THEYE_A0737	414		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	729305	729718	-	ACI20903.1			conserved hypothetical protein			THEYE_A0737	414	137	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	729732	730676	-							THEYE_A0738	945		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	729732	730676	-	ACI21784.1			conserved hypothetical protein			THEYE_A0738	945	314	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	731079	731537	+							THEYE_A0739	459		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	731079	731537	+	ACI20935.1			response regulator			THEYE_A0739	459	152	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	731539	732168	-							THEYE_A0740	630		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	731539	732168	-	ACI20524.1			hypothetical protein			THEYE_A0740	630	209	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	732165	732542	-							THEYE_A0741	378		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	732165	732542	-	ACI20420.1			sporulation initiation phosphotransferase F			THEYE_A0741	378	125	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	732539	734242	-							THEYE_A0742	1704		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	732539	734242	-	ACI21276.1			sensor histidine kinase			THEYE_A0742	1704	567	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	734280	735626	-							THEYE_A0743	1347		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	734280	735626	-	ACI20997.1			response regulator HsfA			THEYE_A0743	1347	448	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	735619	737088	-							THEYE_A0744	1470		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	735619	737088	-	ACI21882.1			sensory Transduction Protein Kinase			THEYE_A0744	1470	489	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	737138	737251	+							THEYE_A0745	114		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	737138	737251	+	ACI21093.1			hypothetical protein			THEYE_A0745	114	37	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	737285	738913	+							THEYE_A0746	1629		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	737285	738913	+	ACI20823.1			methyl-accepting chemotaxis protein			THEYE_A0746	1629	542	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	738917	740752	+							THEYE_A0747	1836		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	738917	740752	+	ACI21746.1			sensor histidine kinase, putative			THEYE_A0747	1836	611	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	741069	741383	+							THEYE_A0748	315		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	741069	741383	+	ACI21592.1			hypothetical protein			THEYE_A0748	315	104	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	741600	742211	+							THEYE_A0749	612		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	741600	742211	+	ACI21332.1			DedA protein, putative			THEYE_A0749	612	203	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	742208	742780	-							THEYE_A0750	573		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	742208	742780	-	ACI21968.1			conserved hypothetical protein			THEYE_A0750	573	190	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	742764	744137	-							THEYE_A0751	1374		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	742764	744137	-	ACI20646.1			sensor histidine kinase, putative			THEYE_A0751	1374	457	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	744140	744808	-							THEYE_A0752	669		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	744140	744808	-	ACI21615.1			DNA-binding response regulator			THEYE_A0752	669	222	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	744812	745339	-							THEYE_A0753	528		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	744812	745339	-	ACI20926.1			hypothetical protein			THEYE_A0753	528	175	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	745348	746097	-							THEYE_A0754	750		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	745348	746097	-	ACI21800.1			heme exporter protein B, putative			THEYE_A0754	750	249	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	746094	746804	-							THEYE_A0755	711		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	746094	746804	-	ACI21932.1			ABC transporter, ATP-binding protein			THEYE_A0755	711	236	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	746853	747269	-							THEYE_A0756	417		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	746853	747269	-	ACI20792.1			peptidase propeptide and ypeb domain protein			THEYE_A0756	417	138	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	747427	747660	+							THEYE_A0757	234		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	747427	747660	+	ACI21422.1			hypothetical protein			THEYE_A0757	234	77	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	747699	749702	-							THEYE_A0758	2004		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	747699	749702	-	ACI21060.1			ATP-dependent protease La 1			THEYE_A0758	2004	667	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	749857	750276	+							THEYE_A0759	420		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	749857	750276	+	ACI21682.1			hypothetical protein			THEYE_A0759	420	139	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	750278	750568	+							THEYE_A0760	291		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	750278	750568	+	ACI20282.1			conserved hypothetical protein			THEYE_A0760	291	96	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	750811	751899	+							THEYE_A0761	1089		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	750811	751899	+	ACI21447.1			membrane protein, putative			THEYE_A0761	1089	362	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	751917	752768	+							THEYE_A0762	852		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	751917	752768	+	ACI20351.1			universal stress protein, putative			THEYE_A0762	852	283	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	752765	753373	+							THEYE_A0763	609		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	752765	753373	+	ACI20580.1			hypothetical protein			THEYE_A0763	609	202	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	753358	754062	-							THEYE_A0764	705		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	753358	754062	-	ACI20716.1			high-affinity branched-chain amino acid transport, ATP-binding protein			THEYE_A0764	705	234	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	754062	754805	-							THEYE_A0765	744		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	754062	754805	-	ACI20653.1			branched-chain amino acid ABC transporter, ATP-binding protein			THEYE_A0765	744	247	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	754817	755773	-							THEYE_A0766	957		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	754817	755773	-	ACI21600.1			high-affinity branched-chain amino acid transport system permease protein livm			THEYE_A0766	957	318	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	755775	756653	-							THEYE_A0767	879		
CDS	with_protein	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	755775	756653	-	ACI20199.1			branched-chain amino acid ABC transporter, permease protein			THEYE_A0767	879	292	
gene	protein_coding	GCA_000020985.1	Primary Assembly	chromosome		CP001147.1	756711	757913	-							THEYE_A0768	1203		
