# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	257725	258057	-	WP_010865692.1	WP_010865692.1		ribonuclease P protein component 1		1444575	APE_RS01370	333	110	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	258038	258253	-						1445544	APE_RS01375	216		old_locus_tag=APE_0362a
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	258038	258253	-	WP_010865693.1	WP_010865693.1		50S ribosomal protein L29		1445544	APE_RS01375	216	71	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	258273	259013	-					rpsC	1444576	APE_RS01380	741		old_locus_tag=APE0363,APE_0363
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	258273	259013	-	WP_010865694.1	WP_010865694.1		30S ribosomal protein S3	rpsC	1444576	APE_RS01380	741	246	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	259018	259488	-					rplV	1444577	APE_RS01385	471		old_locus_tag=APE0365,APE_0365
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	259018	259488	-	WP_010865695.1	WP_010865695.1		50S ribosomal protein L22	rplV	1444577	APE_RS01385	471	156	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	259515	259937	-						1444578	APE_RS01390	423		old_locus_tag=APE0367,APE_0367.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	259515	259937	-	WP_131160642.1	WP_131160642.1		30S ribosomal protein S19		1444578	APE_RS01390	423	140	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	260050	262029	-						1444580	APE_RS01395	1980		old_locus_tag=APE0370,APE_0370
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	260050	262029	-	WP_010865697.1	WP_010865697.1		VWA domain-containing protein		1444580	APE_RS01395	1980	659	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	262022	262963	-						1444582	APE_RS01400	942		old_locus_tag=APE0372,APE_0372.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	262022	262963	-	WP_148679250.1	WP_148679250.1		AAA domain-containing protein		1444582	APE_RS01400	942	313	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	263050	263760	-					cas4	1444583	APE_RS01405	711		old_locus_tag=APE0373,APE_0373
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	263050	263760	-	WP_010865699.1	WP_010865699.1		CRISPR-associated protein Cas4	cas4	1444583	APE_RS01405	711	236	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	263700	266885	-						1444584	APE_RS01410	3186		old_locus_tag=APE0374,APE_0374
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	263700	266885	-	WP_148679251.1	WP_148679251.1		isoleucine--tRNA ligase		1444584	APE_RS01410	3186	1061	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	266975	267232	-						4525285	APE_RS01415	258		old_locus_tag=APE_0374a
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	266975	267232	-	WP_010865701.1	WP_010865701.1		hypothetical protein		4525285	APE_RS01415	258	85	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	267395	267823	+						1445545	APE_RS01420	429		old_locus_tag=APE0381,APE_0381.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	267395	267823	+	WP_010865702.1	WP_010865702.1		ACT domain-containing protein		1445545	APE_RS01420	429	142	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	267935	268624	+						1444586	APE_RS01425	690		old_locus_tag=APE0382,APE_0382
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	267935	268624	+	WP_010865703.1	WP_010865703.1		MBL fold metallo-hydrolase		1444586	APE_RS01425	690	229	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	268778	269209	+						1444587	APE_RS01430	432		old_locus_tag=APE0383,APE_0383.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	268778	269209	+	WP_148679252.1	WP_148679252.1		CBS domain-containing protein		1444587	APE_RS01430	432	143	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	269349	270458	+						1444588	APE_RS01435	1110		old_locus_tag=APE0384,APE_0384
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	269349	270458	+	WP_010865705.1	WP_010865705.1		hypothetical protein		1444588	APE_RS01435	1110	369	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	270465	272063	-						1444589	APE_RS01440	1599		old_locus_tag=APE0385,APE_0385.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	270465	272063	-	WP_148679253.1	WP_148679253.1		DNA alkylation response protein		1444589	APE_RS01440	1599	532	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	272277	272759	-						1444590	APE_RS01445	483		old_locus_tag=APE0389,APE_0389
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	272277	272759	-	WP_010865707.1	WP_010865707.1		GNAT family N-acetyltransferase		1444590	APE_RS01445	483	160	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	272766	273245	-						1444591	APE_RS01450	480		old_locus_tag=APE0390,APE_0390
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	272766	273245	-	WP_010865708.1	WP_010865708.1		GNAT family N-acetyltransferase		1444591	APE_RS01450	480	159	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	273269	274609	-						1444592	APE_RS01455	1341		old_locus_tag=APE0392,APE_0392
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	273269	274609	-	WP_010865709.1	WP_010865709.1		NADP-dependent malic enzyme		1444592	APE_RS01455	1341	446	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	274664	276331	-						1444593	APE_RS01460	1668		old_locus_tag=APE0396,APE_0396.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	274664	276331	-	WP_010865710.1	WP_010865710.1		long-chain fatty acid--CoA ligase		1444593	APE_RS01460	1668	555	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	276419	276823	-						1444594	APE_RS01465	405		old_locus_tag=APE0399,APE_0399.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	276419	276823	-	WP_148678885.1	WP_148678885.1		hypothetical protein		1444594	APE_RS01465	405	134	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	276832	277515	-					pyrH	1444595	APE_RS01470	684		old_locus_tag=APE0401,APE_0401.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	276832	277515	-	WP_148678886.1	WP_148678886.1		UMP kinase	pyrH	1444595	APE_RS01470	684	227	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	277739	277987	+						4525286	APE_RS01475	249		old_locus_tag=APE_0401a
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	277739	277987	+	WP_010865713.1	WP_010865713.1		hypothetical protein		4525286	APE_RS01475	249	82	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	278016	278651	-						1444597	APE_RS01480	636		old_locus_tag=APE0402,APE_0402.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	278016	278651	-	WP_010865714.1	WP_010865714.1		V-type ATP synthase subunit D		1444597	APE_RS01480	636	211	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	278711	280102	-						1444598	APE_RS01485	1392		old_locus_tag=APE0404,APE_0404.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	278711	280102	-	WP_010865715.1	WP_010865715.1		ATP synthase subunit B		1444598	APE_RS01485	1392	463	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	280144	281937	-						1444599	APE_RS01490	1794		old_locus_tag=APE0405,APE_0405.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	280144	281937	-	WP_010865716.1	WP_010865716.1		ATP synthase subunit A		1444599	APE_RS01490	1794	597	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	281976	282578	-						1444600	APE_RS01495	603		old_locus_tag=APE0409,APE_0409.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	281976	282578	-	WP_010865717.1	WP_010865717.1		V-type ATP synthase subunit E		1444600	APE_RS01495	603	200	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	282594	282902	-						1444601	APE_RS01500	309		old_locus_tag=APE0410,APE_0410.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	282594	282902	-	WP_010865718.1	WP_010865718.1		V-type ATP synthase subunit F		1444601	APE_RS01500	309	102	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	283068	284156	+						1444602	APE_RS01505	1089		old_locus_tag=APE0412,APE_0412
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	283068	284156	+	WP_010865719.1	WP_010865719.1		aspartate aminotransferase family protein		1444602	APE_RS01505	1089	362	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	284391	287402	-						1444603	APE_RS01515	3012		old_locus_tag=APE0413,APE_0413
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	284391	287402	-	WP_158298216.1	WP_158298216.1		DUF3883 domain-containing protein		1444603	APE_RS01515	3012	1003	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	287521	288066	-						1444604	APE_RS01520	546		old_locus_tag=APE0414,APE_0414.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	287521	288066	-	WP_148678889.1	WP_148678889.1		hypothetical protein		1444604	APE_RS01520	546	181	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	288073	291639	-						1444605	APE_RS01525	3567		old_locus_tag=APE0415,APE_0415
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	288073	291639	-	WP_010865722.1	WP_010865722.1		ATP-binding protein		1444605	APE_RS01525	3567	1188	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	291643	294657	-						1444606	APE_RS01530	3015		old_locus_tag=APE0416,APE_0416.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	291643	294657	-	WP_010865723.1	WP_010865723.1		DUF1156 domain-containing protein		1444606	APE_RS01530	3015	1004	
gene	tRNA	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	295231	295325	-						1444608	APE_RS01535	95		old_locus_tag=APE_tRNA06,APEtRNA06
tRNA		GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	295231	295325	-				tRNA-Thr		1444608	APE_RS01535	76		anticodon=TGT
gene	tRNA	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	295405	295529	-						1444609	APE_RS01540	125		old_locus_tag=APE_tRNA07,APEtRNA07
tRNA		GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	295405	295529	-				tRNA-Met		1444609	APE_RS01540	77		anticodon=CAT
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	295572	295700	-						1444610	APE_RS01545	129		old_locus_tag=APE_0416b.1,APES014
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	295572	295700	-	WP_131160333.1	WP_131160333.1		ribbon-helix-helix protein, CopG family		1444610	APE_RS01545	129	42	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	295891	296676	-						1444611	APE_RS01550	786		old_locus_tag=APE0419,APE_0419
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	295891	296676	-	WP_010865726.1	WP_010865726.1		hypothetical protein		1444611	APE_RS01550	786	261	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	296761	297027	+						4525280	APE_RS01555	267		old_locus_tag=APE_0419a
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	296761	297027	+	WP_010865727.1	WP_010865727.1		hypothetical protein		4525280	APE_RS01555	267	88	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	297083	297421	+						4525281	APE_RS01560	339		old_locus_tag=APE0420,APE_0420.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	297083	297421	+	WP_010865728.1	WP_010865728.1		hypothetical protein		4525281	APE_RS01560	339	112	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	297397	298113	+						1444612	APE_RS01565	717		old_locus_tag=APE0421,APE_0421
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	297397	298113	+	WP_010865729.1	WP_010865729.1		diphthine--ammonia ligase		1444612	APE_RS01565	717	238	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	298099	298839	-						1444613	APE_RS01570	741		old_locus_tag=APE0423,APE_0423.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	298099	298839	-	WP_010865730.1	WP_010865730.1		TatD family hydrolase		1444613	APE_RS01570	741	246	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	298919	299269	+						1444614	APE_RS01575	351		old_locus_tag=APE0424,APE_0424.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	298919	299269	+	WP_010865731.1	WP_010865731.1		hypothetical protein		1444614	APE_RS01575	351	116	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	299318	299524	+						4525282	APE_RS01580	207		old_locus_tag=APE_0424a
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	299318	299524	+	WP_010865732.1	WP_010865732.1		DUF5622 domain-containing protein		4525282	APE_RS01580	207	68	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	299517	300602	+						1444615	APE_RS01585	1086		old_locus_tag=APE0426,APE_0426.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	299517	300602	+	WP_010865733.1	WP_010865733.1		glycosyltransferase		1444615	APE_RS01585	1086	361	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	300637	301296	+						1444616	APE_RS01590	660		old_locus_tag=APE0427,APE_0427.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	300637	301296	+	WP_148679254.1	WP_148679254.1		uracil-DNA glycosylase		1444616	APE_RS01590	660	219	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	301243	303111	-						1444617	APE_RS01595	1869		old_locus_tag=APE0428,APE_0428.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	301243	303111	-	WP_158298217.1	WP_158298217.1		hypothetical protein		1444617	APE_RS01595	1869	622	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	303256	303786	+						1444618	APE_RS01600	531		old_locus_tag=APE0429,APE_0429.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	303256	303786	+	WP_010865736.1	WP_010865736.1		hypothetical protein		1444618	APE_RS01600	531	176	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	303833	304396	+						1444619	APE_RS01605	564		old_locus_tag=APE0431,APE_0431
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	303833	304396	+	WP_010865737.1	WP_010865737.1		ATP-binding protein		1444619	APE_RS01605	564	187	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	304447	304911	+						1444621	APE_RS01610	465		old_locus_tag=APE0433,APE_0433
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	304447	304911	+	WP_148679255.1	WP_148679255.1		CDP-2,3-bis-(O-geranylgeranyl)-sn-glycerol synthase		1444621	APE_RS01610	465	154	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	304995	305171	-						1445546	APE_RS01615	177		old_locus_tag=APE_0433a
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	304995	305171	-	WP_010865739.1	WP_010865739.1		RNA-protein complex protein Nop10		1445546	APE_RS01615	177	58	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	305192	306025	-						1444622	APE_RS01620	834		old_locus_tag=APE0436,APE_0436.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	305192	306025	-	WP_010865740.1	WP_010865740.1		translation initiation factor IF-2 subunit alpha		1444622	APE_RS01620	834	277	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	306121	306318	-						1444623	APE_RS01625	198		old_locus_tag=APE_0436a,APES015
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	306121	306318	-	WP_131160112.1	WP_131160112.1		30S ribosomal protein S27e		1444623	APE_RS01625	198	65	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	306359	306646	-						1444624	APE_RS01630	288		old_locus_tag=APE_0436b.1,APES016
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	306359	306646	-	WP_010865742.1	WP_010865742.1		50S ribosomal protein L44e		1444624	APE_RS01630	288	95	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	306674	307153	-						1444625	APE_RS01635	480		old_locus_tag=APE0437,APE_0437.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	306674	307153	-	WP_010865743.1	WP_010865743.1		hypothetical protein		1444625	APE_RS01635	480	159	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	307119	308180	-					priS	1444626	APE_RS01640	1062		old_locus_tag=APE0438,APE_0438.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	307119	308180	-	WP_148678893.1	WP_148678893.1		DNA primase small subunit PriS	priS	1444626	APE_RS01640	1062	353	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	308158	308907	-						1444627	APE_RS01645	750		old_locus_tag=APE0441,APE_0441.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	308158	308907	-	WP_010865745.1	WP_010865745.1		DNA polymerase sliding clamp		1444627	APE_RS01645	750	249	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	308989	309219	-						1444628	APE_RS01650	231		old_locus_tag=APE_0441a.1,APES017
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	308989	309219	-	WP_010865746.1	WP_010865746.1		hypothetical protein		1444628	APE_RS01650	231	76	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	309201	309545	-						1444629	APE_RS01655	345		old_locus_tag=APE0442,APE_0442.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	309201	309545	-	WP_148679256.1	WP_148679256.1		transcription factor S		1444629	APE_RS01655	345	114	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	309601	309918	-						4525278	APE_RS01660	318		old_locus_tag=APE_0442a
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	309601	309918	-	WP_010865748.1	WP_010865748.1		hypothetical protein		4525278	APE_RS01660	318	105	
